conllu_index,correct,incorrect
45853,"Bo przecież 5% mniejszość narodowa powinna siedzieć cicho!!! (pow. 95% Narodu to przecież wierni Kościołowi Polacy-Katolicy i oni wszyscy są ""po linii"", ""z ramienia"" i ""na bazie""...)","Bo przecież 5% mniejszość narodowa powinna siedzieć cicho!!! (pow. 95% Narodu to przecież wierni Kościołowi Polacy-Katolicy i oni wszyscy są ""po linii"", ""z ramienia"" i ""na bazie""...)"
45865,Gdyby nie to poznawanie i rozumienie rzeczywistości które (jak to Pan określił) jest domeną głupców tobyś Pan teraz ten tekst patykiem na piasku skrobał.,Gdyby nie to poznawanie i rozumienie rzeczywistości które (jak to Pan określił) jest domeną głupców to by ś Pan teraz ten tekst patykiem na piasku skrobał.
45872,Dlaczego chrześcijanie mają być popierani przez państwo?,Dlaczego chrześcijanie mają być popierani przez państwo?
45873,"1. Nie odpowiada mi pański poziom ""dyskusji"",","1. Nie odpowiada mi pański poziom ""dyskusji"","
45878,czyżby prawda aż tak bolała?,czyżby prawda aż tak bolała?
45881,"Owszem, zresztą wariant ten popiera również episkopat.","Owszem, zresztą wariant ten popiera również episkopat."
45897,"Uzywa Pan terminów, których pan nie zdefiniował.","Uzywa Pan terminów, których pan nie zdefiniował."
45906,"Dlatego demokracja musi być podbudowana aksjologią, bo bez tego jest groźniejsza niż dobra dyktatura.","Dlatego demokracja musi być podbudowana aksjologią, bo bez tego jest groźniejsza niż dobra dyktatura."
45923,"Nam SAM PAN DZIEKAN na immatrykulacji przykazał aby ""...okres studiów nie był jedynie czasem wytężonej nauki ale również pełnego korzystania z uroków życia albowiem jak mówi nasz hymn : gaudeamus igitur..."" :o))","Nam SAM PAN DZIEKAN na immatrykulacji przykazał aby ""...okres studiów nie był jedynie czasem wytężonej nauki ale również pełnego korzystania z uroków życia albowiem jak mówi nasz hymn : gaudeamus igitur..."" :o))"
45928,"A co zrobiła obecna reforma emerytalna jak nie zlikwidowała ""solidarności pokoleń"".","A co zrobiła obecna reforma emerytalna jak nie zlikwidowała ""solidarności pokoleń""."
45942,"Ponieważ doświadczenia na psp są w tej materii, więc może by tak zbiorowym wysiłkiem a pieniążki na jakiś zbożny cel...","Ponieważ doświadczenia na psp są w tej materii, więc może by tak zbiorowym wysiłkiem a pieniążki na jakiś zbożny cel..."
45964,Bawi się Pan w kolejnego kundelka UPR-u?,Bawi się Pan w kolejnego kundelka UPR-u?
45970,"Jednakowoż, życzenie zasłużonemu styropianowi Alzheimera... nie uchodzi.","Jednakowoż, życzenie zasłużonemu styropianowi Alzheimera... nie uchodzi."
45989,Chyba przydałby Ci się odpoczynek.,Chyba przydał by Ci się odpoczynek.
45999,"Rząd Niemiec zamierza zamknąć swój rynek pracy przed pracownikami z nowych krajów członkowskich przez co najmniej siedem lat od momentu poszerzenia Unii Europejskiej na wschód - podał w poniedziałek dziennik ""Berliner Zeitung"".","Rząd Niemiec zamierza zamknąć swój rynek pracy przed pracownikami z nowych krajów członkowskich przez co najmniej siedem lat od momentu poszerzenia Unii Europejskiej na wschód - podał w poniedziałek dziennik ""Berliner Zeitung""."
46007,Wpadł jej w oko królewicz.,Wpadł jej w oko królewicz.
46027,Podatek katastralny ma też swoje dobre strony - chociażby uporządkuje stan posiadania (każdy majątek będzie wyceniony - właściciel wie ile to jego coś jest warte...),Podatek katastralny ma też swoje dobre strony - chociażby uporządkuje stan posiadania (każdy majątek będzie wyceniony - właściciel wie ile to jego coś jest warte...)
46031,Nigdy nie powstał w Polsce kolaboracyjny rząd chociażby taki jak we Francji.,Nigdy nie powstał w Polsce kolaboracyjny rząd chociażby taki jak we Francji.
46048,"Kretyni na znak żałoby cieszą się i podskakują, przecież to trzeba mieć nasrane pod kopułą, żeby się w taki sposób zachowywać!","Kretyni na znak żałoby cieszą się i podskakują, przecież to trzeba mieć nasrane pod kopułą, żeby się w taki sposób zachowywać!"
46075,"Jak się wydaje, ta miłość uzyskała ostatnio błogosławieństwo od samego prymasa, więc dla niektórych będzie szanowanym węzłem małżeńskim.....","Jak się wydaje, ta miłość uzyskała ostatnio błogosławieństwo od samego prymasa, więc dla niektórych będzie szanowanym węzłem małżeńskim....."
46086,Cudownych środków nie ma i się nie pojawią.,Cudownych środków nie ma i się nie pojawią.
46110,I dlatego polscy specjaliści pracujacy w naserowskim Egipcie później bali się posługiwać (w otoczeniu arabskim) ojczystym językiem!,I dlatego polscy specjaliści pracujacy w naserowskim Egipcie później bali się posługiwać (w otoczeniu arabskim) ojczystym językiem!
46115,Nie ma braku ciągłości pomiędzy nimi.,Nie ma braku ciągłości pomiędzy nimi.
46120,W hinduizmie jest tylko jeden bóg?,W hinduizmie jest tylko jeden bóg?
46133,Z głośników leciała palestyńska muzyka.,Z głośników leciała palestyńska muzyka.
46161,Dotychczasowe urządzenia dopuszczają zmiany napięcia w granicach +5% do -10% czyli 231-198V.,Dotychczasowe urządzenia dopuszczają zmiany napięcia w granicach +5% do -10% czyli 231-198V.
46179,"Ubolewał nad losem Polski w 1939 roku prezydent Aleksander Kwaśniewski, ubolewał premier Leszek Miller.","Ubolewał nad losem Polski w 1939 roku prezydent Aleksander Kwaśniewski, ubolewał premier Leszek Miller."
46180,"Wczoraj, 17 września, w rocznicę napaści Sowietów, milczał prezydent, milczał premier.","Wczoraj, 17 września, w rocznicę napaści Sowietów, milczał prezydent, milczał premier."
46201,Wspiera ich złodziejstwo.,Wspiera ich złodziejstwo.
46210,"W ramach przeprosin ;-) inny poseł PiS-u, uratował tyłek Łapińskiemu i zaproponował podwyżkę podatków na ochronę zdrowia, co się ziściło oczywiście.","W ramach przeprosin ;-) inny poseł PiS-u, uratował tyłek Łapińskiemu i zaproponował podwyżkę podatków na ochronę zdrowia, co się ziściło oczywiście."
46211,"W Śląskiej Kasie Chorych nowe kierownictwo, mianowane przez Łapińskiego podwyższyło pensje pracownikom o 17%.","W Śląskiej Kasie Chorych nowe kierownictwo, mianowane przez Łapińskiego podwyższyło pensje pracownikom o 17%."
46216,Chyba sukcesy Millera w Kopenhadze wyglądają blado.,Chyba sukcesy Millera w Kopenhadze wyglądają blado.
46239,Po pierwsze primo to referendum jeszcze się nie odbyło.,Po pierwsze primo to referendum jeszcze się nie odbyło.
46268,Pomagają okłady z rumianku.,Pomagają okłady z rumianku.
46297,30 czerwca 1946 roku społeczeństwo polskie miało powiedzieć w pierwszym powojennym referendum.,30 czerwca 1946 roku społeczeństwo polskie miało powiedzieć w pierwszym powojennym referendum.
46299,Wedłud instrukcji KC PPR każdy mieszkaniec kraju miał być poddany uporczywej agitacji...,Wedłud instrukcji KC PPR każdy mieszkaniec kraju miał być poddany uporczywej agitacji...
46307,Juzer Grzegorz Stokwisz wydziabał w pocie czoła: A ciebie co udziabało?,Juzer Grzegorz Stokwisz wydziabał w pocie czoła: A ciebie co udziabało?
46317,Za Wojciechowską przemawia jeszcze jeden argument.,Za Wojciechowską przemawia jeszcze jeden argument.
46322,"""47 proc. ankietowanych ""słyszało coś"" o projekcie Traktatu, ale ""słabo"" orientuje się, co ten dokument zawiera.","""47 proc. ankietowanych ""słyszało coś"" o projekcie Traktatu, ale ""słabo"" orientuje się, co ten dokument zawiera."
46328,Cudza opinia podobna do twojej wcale nie zastępuje jej uzasadnienia.,Cudza opinia podobna do twojej wcale nie zastępuje jej uzasadnienia.
46345,O czym Pan pisze?,O czym Pan pisze?
46355,"Obie strony potencjalnej transakcji dementują (Polsat), lub pozostawiają bez komentarza (News Corp.) te doniesienia.","Obie strony potencjalnej transakcji dementują (Polsat), lub pozostawiają bez komentarza (News Corp.) te doniesienia."
46361,spłata tych kredytów odejmie nam owe procenty którymi GW i Pan również się zachwyca.,spłata tych kredytów odejmie nam owe procenty którymi GW i Pan również się zachwyca.
46362,Niech żyją okupanci.,Niech żyją okupanci.
46373,Stopa oszczędzania nie ma wiele wspólnego z tym czy siła robocza jest wykształcona czy nawet zdyscyplinowana.,Stopa oszczędzania nie ma wiele wspólnego z tym czy siła robocza jest wykształcona czy nawet zdyscyplinowana.
46374,Stopa oszczędzania zależy od podatków i od skłonności i możliwości do ich oszczędzania.,Stopa oszczędzania zależy od podatków i od skłonności i możliwości do ich oszczędzania.
46377,"Entuzjazm dla ""arms"" wieloramiennie przekręconych, wciąż nie wygasa?","Entuzjazm dla ""arms"" wieloramiennie przekręconych, wciąż nie wygasa?"
46399,Jakiś durny pismak robi test możliwości sterowania słabymi umysłami na potrzeby wyborcze.,Jakiś durny pismak robi test możliwości sterowania słabymi umysłami na potrzeby wyborcze.
46428,Jaka panuje w nim hierarchia?,Jaka panuje w nim hierarchia?
46432,Jakie korzyści ma Ci przynieść?,Jakie korzyści ma Ci przynieść?
46457,"I wyobraź sobie p. HeSk że Pan Pawelec ma rację, tykając się z panem rzeczywiście poczułem że sam siebie obrażam.","I wyobraź sobie p. HeSk że Pan Pawelec ma rację, tykając się z panem rzeczywiście poczuł em że sam siebie obrażam."
46459,"A swoją drogą to taka dojrzała kobieta powinna wiedzieć, że wegług jej własnej wiary (zakładam, że jest pani xtianką) jesteśmy przecież upadłymi aniołami więc racej proszę mnie pytać o rozpiętość skrzydeł... :o)","A swoją drogą to taka dojrzała kobieta powinna wiedzieć, że wegług jej własnej wiary (zakładam, że jest pani xtianką) jesteśmy przecież upadłymi aniołami więc racej proszę mnie pytać o rozpiętość skrzydeł... :o)"
46482,Zmartwychwstanie nikogo nie minie.,Zmartwychwstanie nikogo nie minie.
46485,Bóg nam to zmartwychwstanie obiecał osobiście.,Bóg nam to zmartwychwstanie obiecał osobiście.
46490,Władza ustawodawcza nie nie posiadała legitymacji demokratycznej.,Władza ustawodawcza nie nie posiadała legitymacji demokratycznej.
46495,Bóg umieścił ludzi w Raju.,Bóg umieścił ludzi w Raju.
46525,Kiedyś to pytanie już padło na psr.,Kiedyś to pytanie już padło na psr.
46537,Przystankowi W. pozostała mniej intratna część interesu - granie muzy.,Przystankowi W. pozostała mniej intratna część interesu - granie muzy.
46539,Ekipa Gierka po załatwieniu moczarowców przestała być ugodowa dla Kościoła i zaczęła blokować powstawanie nowych świątyń.,Ekipa Gierka po załatwieniu moczarowców przestała być ugodowa dla Kościoła i zaczęła blokować powstawanie nowych świątyń.
46549,"Sprzedawca bowiem, wstydząc się swego czynu, poinformował w opisie, że katolikiem nie jest, a Hostię zachował jako suvenir.","Sprzedawca bowiem, wstydząc się swego czynu, poinformował w opisie, że katolikiem nie jest, a Hostię zachował jako suvenir."
46566,"Ludzie inteligentni potrafią podjąć dialog, poprzeć swoje tezy argumentami oraz przyznać rację oponentowi gdy ją ma...","Ludzie inteligentni potrafią podjąć dialog, poprzeć swoje tezy argumentami oraz przyznać rację oponentowi gdy ją ma..."
46569,"Z tego, co mi wiadomo, policja niemiecka nie sprawdza żadnych atestów na foteliki.","Z tego, co mi wiadomo, policja niemiecka nie sprawdza żadnych atestów na foteliki."
46570,"Prawda, obowiązek wożenia dzieci w fotelach istnieje tam od dawna, lecz każdy wozi dziecko w tym, co ma.","Prawda, obowiązek wożenia dzieci w fotelach istnieje tam od dawna, lecz każdy wozi dziecko w tym, co ma."
46584,Naszego Piotrusia w zasadzie od początku fascynowały cienie.,Naszego Piotrusia w zasadzie od początku fascynowały cienie.
46600,"Gdy Asiula ząbkowała używałam Dentinoxu, jest jeszcze inny środek - Calgel.","Gdy Asiula ząbkowała używała m Dentinoxu, jest jeszcze inny środek - Calgel."
46606,Ostatnio przebiła się lewa górna 2!,Ostatnio przebiła się lewa górna 2!
46610,"Warunkiem koniecznym jest dobry kontakt z rodzicami, którzy będą potrafili osłabić niektóre naprawdę stresujące zachowania nauczycieli i pokazać co naprawdę jest ważne w życiu.","Warunkiem koniecznym jest dobry kontakt z rodzicami, którzy będą potrafili osłabić niektóre naprawdę stresujące zachowania nauczycieli i pokazać co naprawdę jest ważne w życiu."
46623,"Tam jest pewnie tyle miodu, ile truskawek w niegdysiejszych lodach proszkowanych DrOetkera pt.: ""Lody truskawkowe"".","Tam jest pewnie tyle miodu, ile truskawek w niegdysiejszych lodach proszkowanych DrOetkera pt.: ""Lody truskawkowe""."
46643,Badanie (antybiogram) trwa 5 dni+ sobota i niedziela...,Badanie (antybiogram) trwa 5 dni+ sobota i niedziela...
46655,Przedawkowanie fluoru może doprowadzić do fluorozy powodującej m.in czarne plamy na zębach.,Przedawkowanie fluoru może doprowadzić do fluorozy powodującej m.in czarne plamy na zębach.
46678,"Na zbicie gorączki pomagają kąpiele i nacieranie wodą, bo ile można podawać paracetamol???","Na zbicie gorączki pomagają kąpiele i nacieranie wodą, bo ile można podawać paracetamol???"
46717,"Wtedy człowiek zaczyna myśleć o reinkarnacji, siódmym życiu, czy wszechświatach równoległych.","Wtedy człowiek zaczyna myśleć o reinkarnacji, siódmym życiu, czy wszechświatach równoległych."
46754,Czy jakiś wpływ ma na to system kastowy?,Czy jakiś wpływ ma na to system kastowy?
46755,Może ma to związek z wysokim śr. IQ u Azjatów?,Może ma to związek z wysokim śr. IQ u Azjatów?
46769,"Teraz po nich nie został nawet smród, a ja mam satysfakcję że potrafiłem się zdobyć w młodym wieku na osranie wszystkich ""tolerancyjnych"" obywateli i rówieśników.","Teraz po nich nie został nawet smród, a ja mam satysfakcję że potrafił em się zdobyć w młodym wieku na osranie wszystkich ""tolerancyjnych"" obywateli i rówieśników."
46772,"Uczucia mogą wygasnąć a i konkuręcja nie śpi więc po powrocie można być niemile zaskoczonym, że na nasze miejsce pojawił się ktoś inny.","Uczucia mogą wygasnąć a i konkuręcja nie śpi więc po powrocie można być niemile zaskoczonym, że na nasze miejsce pojawił się ktoś inny."
46796,"Służby Imperium zauważyły, że użyszkodnik, wydający się być znanym jako (biglamer@net.pl), w wiadomości news:9ntb5p$jst$1@h1.uw.edu.pl wyklawiaturzył coś, co przypominało:","Służby Imperium zauważyły, że użyszkodnik, wydający się być znanym jako (biglamer@net.pl), w wiadomości news:9ntb5p$jst$1@h1.uw.edu.pl wyklawiaturzył coś, co przypominało:"
46806,Interesuje mnie konkretnie psychologia społeczna - czy przewiduje się dużo miejsc pracy dla absolwentów tego kierunku?,Interesuje mnie konkretnie psychologia społeczna - czy przewiduje się dużo miejsc pracy dla absolwentów tego kierunku?
46819,nieugięty niestanowczy nie pochłonie go otchłań choć może już czas,nieugięty niestanowczy nie pochłonie go otchłań choć może już czas
46841,"samotność nie przychodzi nagle, nie zachodzi znienacka od tyłu","samotność nie przychodzi nagle, nie zachodzi znienacka od tyłu"
46844,Już naprawdę ręce przy Tobie opadają.,Już naprawdę ręce przy Tobie opadają.
46880,To wiersz sam w sobie powinien spełnić tę rolę.,To wiersz sam w sobie powinien spełnić tę rolę.
46883,Wiersz emanuje głębią cierpienia ludzkiej duszy.,Wiersz emanuje głębią cierpienia ludzkiej duszy.
