correct,incorrect
W tej sytuacji prokuratura wysłała do magistratu pismo ponaglające.,W tej sytuacji prokuratura wysłał do magistratu pismo ponaglające.
"Licytacja, tych rzeczy, prowadzona w ramach Wielkiego Żółtego Odrzutowego Happeningu, rozpoczęła się od kwoty 20 zł.","Licytacja, tych rzeczy, prowadzona w ramach Wielkiego Żółtego Odrzutowego Happeningu, rozpoczął się od kwoty 20 zł."
"- Miłość jest wtedy, gdy człowiek jest szczęśliwy z faktu, że z kimś jest - powiedziała Małgorzata Zierkiewicz.","- Miłość jest wtedy, gdy człowiek jest szczęśliwy z faktu, że z kimś jest - powiedział Małgorzata Zierkiewicz."
"Arkonia Szczecin wygrała 2:0 z GKS Mierzyn we wczorajszym pierwszym meczu 25. kolejki IV ligi, rewanżując się za porażkę w takim samym stosunku w rundzie jesiennej.","Arkonia Szczecin wygrał 2:0 z GKS Mierzyn we wczorajszym pierwszym meczu 25. kolejki IV ligi, rewanżując się za porażkę w takim samym stosunku w rundzie jesiennej."
"- Jeśli był tak bardzo chory, to mógł przecież dostać skierowanie do szpitala od lekarza rodzinnego - ucięła rozmowę z nami.","- Jeśli był tak bardzo chory, to mógł przecież dostać skierowanie do szpitala od lekarza rodzinnego - uciął rozmowę z nami."
"Dziewczyna po raz kolejny nie stawiła się na rozprawę, choć osobiście odebrała wezwanie.","Dziewczyna po raz kolejny nie stawił się na rozprawę, choć osobiście odebrała wezwanie."
Tym razem straciła dwa punkty z Remorem Recz uzyskując zaledwie bezbramkowy remis.,Tym razem stracił dwa punkty z Remorem Recz uzyskując zaledwie bezbramkowy remis.
"W Cedyni o wyniku meczu zadecydowała 10. minuta, w której to goście zdobyli gola.","W Cedyni o wyniku meczu zadecydował 10. minuta, w której to goście zdobyli gola."
"- Mistrzostwa świata - to czas, by przedstawić Niemcy we właściwym świetle, pokazać, że to kraj sympatyczny, pełen humoru, mody, elegancji - powiedziała.","- Mistrzostwa świata - to czas, by przedstawić Niemcy we właściwym świetle, pokazać, że to kraj sympatyczny, pełen humoru, mody, elegancji - powiedział."
Jedna z nich straciła w tsunami ojca i męża.,Jedna z nich stracił w tsunami ojca i męża.
Korupcyjna propozycja padła dopiero na obiedzie z prezesami Hydrobudowy.,Korupcyjna propozycja padł dopiero na obiedzie z prezesami Hydrobudowy.
"Ostatnia kolejka sezonu 2005/2006 w piątej lidze wyłoniła trzeci zespół, który jesienią zagra w wyższej klasie rozgrywkowej.","Ostatnia kolejka sezonu 2005/2006 w piątej lidze wyłonił trzeci zespół, który jesienią zagra w wyższej klasie rozgrywkowej."
Rewolucja naukowa na przełomie XIX i XX stulecia zburzyła stary porządek.,Rewolucja naukowa na przełomie XIX i XX stulecia zburzył stary porządek.
"Ale do wiosny sytuacja się skomplikowała, a ksiądz Tadeusz został głównym bohaterem tak zwanego kryzysu lustracyjnego w Kościele.","Ale do wiosny sytuacja się skomplikował, a ksiądz Tadeusz został głównym bohaterem tak zwanego kryzysu lustracyjnego w Kościele."
"Wystawa w Tel Awiwie przyciągnęła ponad 5 tysięcy zwiedzających, pokazano ją we wszystkich izraelskich telewizjach, pisały o niej wszystkie gazety.","Wystawa w Tel Awiwie przyciągnął ponad 5 tysięcy zwiedzających, pokazano ją we wszystkich izraelskich telewizjach, pisały o niej wszystkie gazety."
"Aż niedawno w biały dzień zobaczyłam tę panią w trakcie działań niszczycielskich - trach!, jeszcze ruch okrężny piętą i pełna satysfakcja, naczynie nie istnieje.","Aż niedawno w biały dzień zobaczył m tę panią w trakcie działań niszczycielskich - trach!, jeszcze ruch okrężny piętą i pełna satysfakcja, naczynie nie istnieje."
"Fundacja ""Zmieńmy Świat"" powstała na terenie Tarnowa w połowie 2002 roku.","Fundacja ""Zmieńmy Świat"" powstał na terenie Tarnowa w połowie 2002 roku."
"Stwierdziła kiedyś, że kocha wszystkie stare szmaty i rupiecie, jakie spotyka na drodze, za to, że przy bliższych oględzinach okazują się właśnie tym, czym są, a nie potrąconymi psami i kotami, którym nie można już w żaden sposób pomóc.","Stwierdził kiedyś, że kocha wszystkie stare szmaty i rupiecie, jakie spotyka na drodze, za to, że przy bliższych oględzinach okazują się właśnie tym, czym są, a nie potrąconymi psami i kotami, którym nie można już w żaden sposób pomóc."
Osobiście poznałam swojego zaciekłego wroga.,Osobiście poznał m swojego zaciekłego wroga.
2. Ja na twoim miejscu spróbowałabym kilka kotów oddać.,2. Ja na twoim miejscu spróbował by m kilka kotów oddać.
"Nagrodę w tej kategorii wręczyła Irena Nalewaj, reprezentująca forum Miau.pl.","Nagrodę w tej kategorii wręczył Irena Nalewaj, reprezentująca forum Miau.pl."
"Martyna Rux, autorka programu, obiecała, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu.","Martyna Rux, autorka programu, obiecał, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu."
W dniach 9-11 września Hala Iase we Wrocławiu zamieniła się w przyrodnicze królestwo.,W dniach 9-11 września Hala Iase we Wrocławiu zamienił się w przyrodnicze królestwo.
"Już po raz drugi lubelska Fundacja Felis przyznała dyplomy i statuetki SuperFelis osobom, które w sposób znaczący wsparły działalność fundacji w 2006 roku.","Już po raz drugi lubelska Fundacja Felis przyznał dyplomy i statuetki SuperFelis osobom, które w sposób znaczący wsparły działalność fundacji w 2006 roku."
Oficjalnie rozpoczęła działalność w styczniu 2006 roku.,Oficjalnie rozpoczął działalność w styczniu 2006 roku.
Za cele statutowe postawiła sobie przede wszystkim działalność na rzecz humanitarnego traktowania zwierząt oraz wszelką formę pomocy bezdomnym kotom i psom.,Za cele statutowe postawił sobie przede wszystkim działalność na rzecz humanitarnego traktowania zwierząt oraz wszelką formę pomocy bezdomnym kotom i psom.
"Ja przestałabym się spóźniać, a telefonia nic by nie straciła.","Ja przestał by m się spóźniać, a telefonia nic by nie straciła."
"Duża hala ""Slavia"" pomieściła bez problemu ponad 300 kotów.","Duża hala ""Slavia"" pomieścił bez problemu ponad 300 kotów."
"Przystąpiłam więc do pisania programu w imieniu swojego kota, który akurat był bardzo zabiegany (leżąc, co prawda, ale nie łapmy się za słówka): 1. Każdy kot ma prawo do samostanowienia.","Przystąpił m więc do pisania programu w imieniu swojego kota, który akurat był bardzo zabiegany (leżąc, co prawda, ale nie łapmy się za słówka): 1. Każdy kot ma prawo do samostanowienia."
"W dniach 30 września i 1 października w Lublinie odbyła się I i II Międzynarodowa Wystawa Kotów Rasowych zorganizowana przez Lubelski Klub Kota Rasowego pod patronatem ""Felis Polonia"" (FIFe).","W dniach 30 września i 1 października w Lublinie odbył się I i II Międzynarodowa Wystawa Kotów Rasowych zorganizowana przez Lubelski Klub Kota Rasowego pod patronatem ""Felis Polonia"" (FIFe)."
"Gdy uciekł, 16-latka zawiadomiła rodzinę, która wezwała policję.","Gdy uciekł, 16-latka zawiadomił rodzinę, która wezwała policję."
Mama Jacka zażądała wyjaśnień od dyrekcji.,Mama Jacka zażądał wyjaśnień od dyrekcji.
Jedna z nich trafiła do szpitala na obserwację.,Jedna z nich trafił do szpitala na obserwację.
Woda dostała się do tonącego samochodu.,Woda dostał się do tonącego samochodu.
"Kia sephia, którą kierował 67-letni Henryk M., nie zatrzymała się przed przejściem i potrąciła staruszkę.","Kia sephia, którą kierował 67-letni Henryk M., nie zatrzymał się przed przejściem i potrąciła staruszkę."
Kobieta z rozciętą głową i wstrząśnieniem mózgu trafiła do szpitala.,Kobieta z rozciętą głową i wstrząśnieniem mózgu trafił do szpitala.
"Jego praca spodobała nam się najbardziej – jest pomysłowa, kolorowa, pięknie narysowana.","Jego praca spodobał nam się najbardziej – jest pomysłowa, kolorowa, pięknie narysowana."
Współpraca policjantów z gdyńskiej komendy miejskiej i Komendy Rejonowej Policji VII w Warszawie doprowadziła do zatrzymania 22-letniego zabójcy.,Współpraca policjantów z gdyńskiej komendy miejskiej i Komendy Rejonowej Policji VII w Warszawie doprowadził do zatrzymania 22-letniego zabójcy.
"Gdy auto zaczęło tonąć, woda dostała się do środka, ale mężczyznom udało się otworzyć drzwi i wypłynąć na powierzchnię.","Gdy auto zaczęło tonąć, woda dostał się do środka, ale mężczyznom udało się otworzyć drzwi i wypłynąć na powierzchnię."
"Firma miesiąc wcześniej uprzedziła szpital, że wstrzyma dostawę ciepła.","Firma miesiąc wcześniej uprzedził szpital, że wstrzyma dostawę ciepła."
"W odpowiedzi dyrekcja szpitala obiecała wszystko spłacić, ale bez podania konkretnego terminu.","W odpowiedzi dyrekcja szpitala obiecał wszystko spłacić, ale bez podania konkretnego terminu."
"Sprawą zajęła się policja, która sprawdza wszelkie okoliczności.","Sprawą zajął się policja, która sprawdza wszelkie okoliczności."
Drużynowo najlepsza okazała się reprezentacja Domu Pomocy Społecznej w Strzebielinku.,Drużynowo najlepsza okazał się reprezentacja Domu Pomocy Społecznej w Strzebielinku.
"Jako pierwsza w lipcu zeszłego roku wystartowała witryna windykacja.pl, którą prowadzi wrocławska spółka Narodowa Centrala Windykacji.","Jako pierwsza w lipcu zeszłego roku wystartował witryna windykacja.pl, którą prowadzi wrocławska spółka Narodowa Centrala Windykacji."
"Łacina - język Cesarstwa, a nie język Chrystusa - stała się językiem Kościoła.","Łacina - język Cesarstwa, a nie język Chrystusa - stał się językiem Kościoła."
Już tylko za to każda gmina żydowska tamtych czasów uznałaby go za heretyka.,Już tylko za to każda gmina żydowska tamtych czasów uznał by go za heretyka.
"Spłoszyła się, schowała rękę z obsadką pod fartuch i dopiero po chwili odwróciła głowę w moją stronę.","Spłoszył się, schowała rękę z obsadką pod fartuch i dopiero po chwili odwróciła głowę w moją stronę."
"13.01.1228 zmarła święta Iwona, która, by uniknąć pokus, zamurowała się w celi przy kościele w miejscowości Huy.","13.01.1228 zmarł święta Iwona, która, by uniknąć pokus, zamurowała się w celi przy kościele w miejscowości Huy."
"Większość pampersów nie przepracowała w telewizorni nawet 12 miesięcy, więc zgodnie z obowiązującym regulaminem nie mogła uczestniczyć w nagrodach z zysku za 1994 rok.","Większość pampersów nie przepracował w telewizorni nawet 12 miesięcy, więc zgodnie z obowiązującym regulaminem nie mogła uczestniczyć w nagrodach z zysku za 1994 rok."
"Prokuratura spuściła kwity do Najwyższej Izby Kontroli, a zawiadomienie zwróciła UOP, gdyż było mało wiarygodne.","Prokuratura spuścił kwity do Najwyższej Izby Kontroli, a zawiadomienie zwróciła UOP, gdyż było mało wiarygodne."
NIK przeprowadziła kontrolę w elektrowni.,NIK przeprowadził kontrolę w elektrowni.
"Ujawniła kanty na skalę wielu milionów złotych (patrz ramka), sporządziła wspomniane już zawiadomienie o popełnieniu przestępstwa.","Ujawnił kanty na skalę wielu milionów złotych (patrz ramka), sporządziła wspomniane już zawiadomienie o popełnieniu przestępstwa."
Prokuratura zaś sprawę umorzyła.,Prokuratura zaś sprawę umorzył.
Wiceprezydentem została żona posła - pielęgniarka.,Wiceprezydentem został żona posła - pielęgniarka.
"Publikacja ta pociągnęła za sobą kontrolę z SLD-owskiej centrali, której nie spodobało się kilka rzeczy.","Publikacja ta pociągnął za sobą kontrolę z SLD-owskiej centrali, której nie spodobało się kilka rzeczy."
"Nie zostałam więc działaczką PiS, ulubienicą Kaczyńskich i ich matki, doradczynią w PKO BP ani prezeską TVP.","Nie został m więc działaczką PiS, ulubienicą Kaczyńskich i ich matki, doradczynią w PKO BP ani prezeską TVP."
Dwie doby po aresztowaniu Leszka C. rządy we wrocławskim podziemiu przejęła konkurencyjna grupa Jerzego K. ksywa Hydraulik.,Dwie doby po aresztowaniu Leszka C. rządy we wrocławskim podziemiu przejął konkurencyjna grupa Jerzego K. ksywa Hydraulik.
"Przedstawicielka Naughty Boy w rozmowie telefonicznej z ""NIE"" potwierdziła, że producent gorzały używa nazwy ""zgodnie z brytyjskim prawem"".","Przedstawicielka Naughty Boy w rozmowie telefonicznej z ""NIE"" potwierdził, że producent gorzały używa nazwy ""zgodnie z brytyjskim prawem""."
Przedstawicielka Naughty Boy nie odpowiedziała na te pytania zasłaniając się tajemnicą handlową.,Przedstawicielka Naughty Boy nie odpowiedział na te pytania zasłaniając się tajemnicą handlową.
Kobieta zmarła śmiercią naturalną.,Kobieta zmarł śmiercią naturalną.
"Gdy pracowała w Warszawie, zaczęła się nią interesować Agencja Bezpieczeństwa Wewnętrznego.","Gdy pracowała w Warszawie, zaczął się nią interesować Agencja Bezpieczeństwa Wewnętrznego."
4 listopada 1999 roku Krajowa Rada Radiofonii i Telewizji zdecydowała się na wszczęcie postępowania o odebranie koncesji ZHP.,4 listopada 1999 roku Krajowa Rada Radiofonii i Telewizji zdecydował się na wszczęcie postępowania o odebranie koncesji ZHP.
"Odprawiła nawet TVN, która chciała podpisać umowę na wyłączność w informowaniu o seksaferze.","Odprawił nawet TVN, która chciała podpisać umowę na wyłączność w informowaniu o seksaferze."
Rankiem 10 kwietnia 2003 r. do lokalu PZU przy ul. Korzeniowskiego we Wrocławiu wkroczyła grupa policjantów zajmujących się zwalczaniem przestępstw ubezpieczeniowych.,Rankiem 10 kwietnia 2003 r. do lokalu PZU przy ul. Korzeniowskiego we Wrocławiu wkroczył grupa policjantów zajmujących się zwalczaniem przestępstw ubezpieczeniowych.
"KAYAH wyjaśniła „Gazecie Olsztyńskiej”, że nie lubi piosenki „Prawy do lewego”, bo stała się ona narodowym hymnem pijackim.","KAYAH wyjaśnił „Gazecie Olsztyńskiej”, że nie lubi piosenki „Prawy do lewego”, bo stała się ona narodowym hymnem pijackim."
"A w „Tele Słowie” użaliła się, że za wyżej wspomniany przebój nie dostała od Bregovic'a ani złotówki, ani nawet dziękuję.","A w „Tele Słowie” użalił się, że za wyżej wspomniany przebój nie dostała od Bregovic'a ani złotówki, ani nawet dziękuję."
"18-letnia Rosita Morrel, mieszkanka Anahuac, całą noc spędziła leżąc wciśnięta między siedzenia samochodu, pod trupem gwałciciela.","18-letnia Rosita Morrel, mieszkanka Anahuac, całą noc spędził leżąc wciśnięta między siedzenia samochodu, pod trupem gwałciciela."
Poprzedniego dnia wieczorem dziewczyna wybrała się do ciotki mieszkającej w Nuevo Laredo.,Poprzedniego dnia wieczorem dziewczyna wybrał się do ciotki mieszkającej w Nuevo Laredo.
"Obcując z deputowanymi, administracja prezydenta poznała od podszewki bolączki parlamentarzystów oraz ich rodzin.","Obcując z deputowanymi, administracja prezydenta poznał od podszewki bolączki parlamentarzystów oraz ich rodzin."
W województwie lubuskim policja zatrzymała trzech czeczeńskich patriotów.,W województwie lubuskim policja zatrzymał trzech czeczeńskich patriotów.
